ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
Iqsec1,-0.262581553,8.420320673,,0.075542095,0.550207081,
Adam10,-0.270191569,8.421632789,,0.075542096,0.550207081,
Trmt61a,-0.27386852,8.421157536,,0.075542098,0.550207081,
Sash1,0.267416058,8.45043489,,0.075868944,0.550207081,
Snw1,0.206201478,8.781689041,,0.076058129,0.550207081,
Morf4l1,0.103917588,10.22012171,,0.076100859,0.550207081,
Magoh,0.262790534,8.425514869,,0.07668486,0.550207081,
Sox2,0.274306692,8.425707665,,0.076684863,0.550207081,
Gapdh,0.137796281,9.805142653,,0.076788089,0.550207081,
Tubb5,0.201016628,8.895014739,,0.077021322,0.550207081,
Ufl1,-0.238859104,8.522874795,,0.077219664,0.550207081,
Usp8,-0.238843751,8.522427192,,0.077219664,0.550207081,
Thrap3,0.212724461,8.68124146,,0.077395319,0.550207081,
Rbmxl1,0.263208059,8.455624443,,0.077439021,0.550207081,
Mast3,-0.179786862,8.977782826,,0.077761775,0.550207081,
Hp1bp3,-0.198263414,8.803812788,,0.077801085,0.550207081,
Sec13,-0.222563306,8.60877694,,0.077951844,0.550207081,
Stx4a,-0.209688983,8.712542802,,0.077997916,0.550207081,
Ndufb7,0.156677586,9.169861412,,0.077999087,0.550207081,
Dock1,-0.260484401,8.450770474,,0.078177931,0.550463513,
Aldh9a1,0.26624416,8.444203726,,0.078252918,0.550463513,
Fbxl3,0.227492757,8.5954853,,0.078571646,0.550463513,
Sesn3,0.272301431,8.408654521,,0.07867742,0.550463513,
Spast,0.264067184,8.432456011,,0.078783228,0.550463513,
Gatad1,-0.233797268,8.624214961,,0.078855318,0.550463513,
Srp19,-0.218169641,8.649134354,,0.078946995,0.550463513,
Lyrm2,-0.261384278,8.41148677,,0.07901581,0.550463513,
Polr2d,-0.270244408,8.410028878,,0.079015813,0.550463513,
Cldn11,0.074570361,13.05863853,,0.079071691,0.550504804,
Zscan26,-0.250782421,8.443721955,,0.079802328,0.552103862,
Cib1,0.260594516,8.438532629,,0.080707543,0.55499126,
Dpm2,-0.247002297,8.4684896,,0.080723467,0.55499126,
Eid1,-0.196873975,8.81666769,,0.080816978,0.55499126,
Arpc2,-0.189711862,8.838512143,,0.08091662,0.55499126,
Erp44,0.231594,8.522741023,,0.080982057,0.55499126,
Dpf2,0.237666506,8.522292116,,0.080982058,0.55499126,
Ppfibp2,0.22088827,8.654188239,,0.081006699,0.55499126,
B230118H07Rik,-0.224107564,8.591662805,,0.081667512,0.556277905,
Pop7,-0.265676919,8.402296415,,0.081807403,0.556392863,
Cul1,-0.209913355,8.688184242,,0.081832625,0.556392863,
Dpm3,-0.192423153,8.827868173,,0.08193067,0.556694153,
Msi2,-0.266557702,8.401572459,,0.082503939,0.559907317,
Ppp1r16a,-0.256939353,8.464583994,,0.08250517,0.559907317,
Gdi2,0.182370072,8.886548059,,0.082620033,0.560341776,
Hhip,0.254669546,8.462084222,,0.082826056,0.561393583,
Nrip1,0.261389924,8.43549001,,0.083233939,0.563465139,
Paip1,-0.224071404,8.684153823,,0.08358445,0.564797197,
Mthfsl,-0.23436057,8.511660125,,0.083674744,0.565060876,
Khdrbs1,0.216081567,8.663991411,,0.084019372,0.565431253,
